genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,Fuerza de ventas,churn
Femenino,58,21,Hidalgo,Postpago,app,303,7,11,8,0.59,1.32,0.49,0.27,1.52,0.64,0.93,0.45,0.69,68.77,Sí
Masculino,57,28,CDMX,Postpago,tienda,307,14,21,18,1.54,3.96,1,0.35,3.68,1.22,3.03,1,2.22,77.45,Sí
Femenino,27,24,Chiapas,Prepago,app,943,13,16,11,1.14,2.2,1.4,0.91,1.65,0.35,1.76,0.73,0.69,199.549,Sí
Masculino,19,37,México,Prepago,tienda,268,3,50,13,1.1,2.36,1.3,0.77,2.62,0.59,1.77,0.25,1.66,69.276,No
Masculino,26,8,Hidalgo,Prepago,tienda,458,11,61,19,2.17,3.18,2.04,1.05,3.85,0.59,2.24,0.61,2.31,106.962,No
Femenino,54,14,Michoacán,Postpago,tienda,608,9,66,49,6.6,8.28,6.53,3.68,7.94,5.02,5.62,0.91,4.43,156.403,No
Masculino,39,44,Jalisco,Prepago,tienda,691,13,57,41,4.13,7.68,4.52,3.22,7.02,3.26,4.05,3.22,3.89,172.247,Sí
Masculino,49,56,Hidalgo,Postpago,tienda,317,5,16,50,3.34,8.89,6.28,0.5,12.19,3.15,6.54,1.27,5.11,101.781,No
Femenino,20,44,Quintana Roo,Prepago,app,684,1,56,44,3.2,6.64,3.46,2.21,8.11,3.54,4.79,0.47,6.37,171.037,No
Masculino,68,27,Tabasco,Postpago,tienda,580,0,68,3,0.43,0.49,0.15,0.24,0.64,0.09,0.53,0.19,0.24,125.25,Sí
Masculino,48,61,Chiapas,Postpago,tienda,230,12,45,19,2.48,3.01,2.47,0.24,3.39,1.18,2.9,0.71,1.47,68.455,Sí
Masculino,41,40,Hidalgo,Postpago,tienda,592,8,7,45,3.32,9.42,4.2,0.45,7.55,1.52,8.24,1.9,5.13,150.769,No
Femenino,60,41,Tabasco,Prepago,app,38,1,61,42,4.59,9.53,5.39,2.16,8.31,0.43,5.1,0.41,6.1,42.006,No
Masculino,69,16,Nayarit,Postpago,tienda,328,5,27,26,1.58,4.81,1.41,2.51,5.05,1.55,3.57,0.26,1.75,83.897,No
Femenino,65,33,Tlaxcala,Prepago,tienda,200,13,5,33,4.65,5.88,1.51,0.43,6.43,1.67,5.14,0.33,4.29,64.199,No
Masculino,59,45,Tlaxcala,Postpago,tienda,616,9,50,35,3.29,6.21,4.15,0.64,6.16,0.52,3.9,1.46,4.06,152.067,Sí
Femenino,33,48,Chihuahua,Prepago,tienda,630,0,68,26,1.51,5.81,1.88,1.27,4.18,1.82,2.61,1.71,1.82,151.183,No
Masculino,35,1,Tabasco,Prepago,app,715,11,54,46,5.1,7.17,4.21,3.15,7.71,3.93,7.87,1.24,5.61,173.447,Sí
Femenino,24,68,Chihuahua,Postpago,app,155,4,23,25,2.64,4.95,2.1,0.44,4.8,2.6,3.5,1.99,1.72,57.272,Sí
Masculino,51,62,Chihuahua,Postpago,app,214,11,15,29,2.71,6.16,1.6,0.82,5.06,2.48,5.34,1.73,3.11,70.253,Sí
Masculino,39,25,CDMX,Postpago,tienda,824,9,69,38,5.03,7.35,5.15,0.58,8.54,0.67,4.46,2.46,3.04,194.584,Sí
Femenino,59,7,Morelos,Prepago,app,223,3,11,11,1.4,1.78,1,0.48,2.15,0.58,1.77,0.33,1.5,52.797,Sí
Femenino,47,11,Jalisco,Postpago,tienda,383,10,9,53,2.97,9.07,4.07,3.73,8.12,0.64,9.87,0.53,7.45,108.535,Sí
Femenino,35,24,Sinaloa,Prepago,app,769,7,37,49,4.23,9.5,3.81,1.2,11.65,4.36,6.58,0.78,6.91,188.656,Sí
Masculino,41,56,Nuevo León,Postpago,app,979,5,32,35,2.93,7.23,4.13,1.24,8.07,2.39,4.17,1.68,3.16,226.8,Sí
Femenino,62,68,Tlaxcala,Postpago,app,159,3,43,9,0.49,1.99,0.56,0.44,1.97,0.64,1.21,0.25,1.19,49.472,No
Femenino,40,68,Morelos,Prepago,tienda,244,1,53,42,5.91,8.13,1.92,0.61,6.97,3.09,5.39,1.19,5.48,85.857,No
Femenino,70,35,CDMX,Prepago,app,52,9,40,10,0.99,2.31,0.52,0.88,2.11,0.28,1.65,0.45,0.8,23.647,Sí
Masculino,58,57,Veracruz,Postpago,tienda,57,10,8,25,2.35,5.05,1.55,1.32,4.6,2.1,3.97,0.59,3.44,35.341,No
Femenino,30,64,Chiapas,Postpago,app,20,9,59,39,4.11,8.63,5.03,1.36,5.83,2.31,7.04,1.1,3.6,39.953,Sí
Femenino,46,37,Durango,Postpago,app,31,9,57,27,3.35,5.14,1.75,2.16,6.08,1.57,3.12,0.44,1.72,30.299,Sí
Masculino,19,51,Oaxaca,Postpago,tienda,382,11,49,24,2.78,5.22,2.83,0.46,5.05,1.88,2.82,1.59,1.37,100.9,No
Masculino,59,2,Baja_California_Sur,Postpago,app,579,4,43,4,0.4,0.61,0.42,0.32,0.99,0.3,0.47,0.04,0.33,120.614,Sí
Femenino,65,50,Durango,Postpago,app,499,12,7,54,4.19,10.59,2.94,4.15,9.27,2.96,9.51,3.31,7.09,140.053,Sí
Masculino,56,57,Aguascalientes,Prepago,tienda,661,7,9,10,1.3,2.17,0.56,0.1,1.89,0.85,1.37,0.39,0.86,147.047,Sí
Femenino,67,70,Michoacán,Postpago,app,938,1,58,8,0.66,1.84,0.43,0.34,1.27,0.4,0.93,0.77,1,205.692,Sí
Masculino,46,7,San Luis Potosi,Postpago,app,699,2,67,35,3.39,7.79,4.59,1.44,5.97,1.61,5.44,0.61,2.29,164.639,Sí
Masculino,64,50,Nuevo León,Postpago,app,247,5,40,40,4.21,8.39,3.63,2.83,9.55,2.07,4.44,0.84,4.04,82.9,Sí
Masculino,18,8,Oaxaca,Postpago,tienda,450,7,57,12,1.5,2.91,1.39,0.26,2.33,0.13,1.27,0.42,0.66,100.911,Sí
Femenino,37,2,Quintana Roo,Prepago,tienda,305,13,19,30,2.22,5.77,1.79,2.98,5.18,2.62,4.39,1.43,3.38,80.178,No
Masculino,46,42,México,Prepago,app,14,7,57,45,5.4,8.33,3.13,2.02,8.56,3.32,8.05,0.85,5.34,38.95,Sí
Femenino,26,28,Jalisco,Prepago,tienda,840,11,48,32,2,5.78,3.99,0.36,5.54,0.75,3.38,1.85,3.58,192.369,Sí
Masculino,40,2,"Campeche, Coahuila",Prepago,tienda,510,3,18,18,2.12,3.32,1.09,1.25,4.46,0.64,2.62,1.44,1.07,114.003,No
Masculino,62,37,Durango,Prepago,app,381,1,39,52,6.92,12.77,6.29,1.54,9.39,0.91,7.3,1.89,3.51,114.456,Sí
Femenino,36,53,Baja_California_Sur,Prepago,tienda,133,2,37,5,0.66,1.04,0.62,0.21,1.02,0.18,0.81,0.07,0.38,39.397,No
Femenino,30,40,Baja California,Prepago,tienda,273,14,69,16,1.26,2.64,1.14,1.37,2.53,0.59,2.21,1.15,1.14,73.059,Sí
Masculino,46,27,Baja_California_Sur,Postpago,app,120,13,50,24,3.23,5.31,2.83,0.76,5.13,1.08,2.91,0.67,2.07,44.947,No
Masculino,45,38,San Luis Potosi,Postpago,app,33,2,51,1,0.12,0.2,0.05,0.01,0.19,0.11,0.15,0.05,0.08,15.438,Sí
Masculino,59,19,Baja_California_Sur,Prepago,app,181,10,42,49,4.34,9.97,3.66,1.93,11.32,2.61,6.31,0.6,7.15,70.217,Sí
Femenino,35,49,Tlaxcala,Prepago,app,702,10,18,49,6.26,8.56,6.21,3.5,6.86,2.61,6.95,3.95,4.1,178.05,No
Masculino,67,30,Tamaulipas,Postpago,app,164,9,48,3,0.42,0.63,0.21,0.28,0.54,0.07,0.39,0.05,0.41,41.5,Sí
Masculino,58,51,Guanajuato,Postpago,tienda,310,7,57,47,2.97,8.66,5.05,2.54,7.33,4.92,5.3,0.6,3.22,98.777,Sí
Masculino,25,18,Nayarit,Prepago,app,784,9,39,37,4.06,5.71,4.55,1.15,7.77,3.57,4.94,0.95,4.3,183.65,No
Femenino,33,7,Baja California,Prepago,tienda,731,13,56,48,5.39,9.17,5.01,0.48,11.23,1.66,5.44,2.17,3.5,177.665,Sí
Femenino,49,66,Jalisco,Prepago,tienda,497,13,54,16,1.97,3.81,1,1.13,2.68,0.47,2.61,0.47,1.35,121.447,Sí
Masculino,23,7,Quintana Roo,Prepago,tienda,453,11,12,24,1.92,4.84,2.76,1.05,3.98,1.58,4.02,0.74,3.11,106.65,No
Masculino,40,67,Guerrero,Postpago,app,56,1,27,50,3.12,10.84,3.96,1.58,11.32,0.96,8.2,3.54,6.47,52.597,No
Masculino,21,42,México,Postpago,app,270,9,53,20,2.04,3.47,1.5,1.08,3.56,0.5,2.73,0.51,1.4,73.987,No
Masculino,46,41,Zacatecas,Postpago,tienda,829,14,11,50,4.34,9.8,3.4,1.57,11.45,2.06,8.93,3.09,2.94,201.774,No
Femenino,61,7,Puebla,Postpago,app,383,1,19,8,0.41,1.94,0.71,0.47,1.81,0.25,1.16,0.72,0.52,83.397,No
Femenino,22,34,Yucatán,Prepago,app,444,14,9,33,4.37,5.06,4.04,1.99,7.8,1.8,3.96,0.57,3.42,114.153,No
Femenino,60,3,Baja California,Prepago,tienda,400,8,33,13,0.73,2.58,0.85,0.7,2.53,0.38,1.76,0.36,1.45,89.402,Sí
Femenino,49,2,Querétaro,Postpago,app,896,9,57,34,2.74,7.22,2.95,1.88,7.25,0.55,5.55,1.37,1.92,201.979,Sí
Masculino,29,66,Nuevo León,Prepago,tienda,918,2,50,0,0,0,0,0,0,0,0,0,0,196,No
Masculino,58,9,"Campeche, Coahuila",Prepago,app,900,2,26,2,0.11,0.48,0.16,0.05,0.44,0.08,0.37,0.04,0.28,183.853,Sí
Masculino,25,56,Quintana Roo,Prepago,tienda,452,7,3,35,4.63,7.6,2.04,3.01,6.89,2.47,3.47,2.71,2.18,119.95,Sí
Femenino,33,52,México,Postpago,app,434,10,42,10,1.11,1.49,1,0.77,1.57,0.67,1.64,0.67,1.09,102.703,Sí
Femenino,48,31,Guerrero,Prepago,app,907,1,26,43,2.11,8.51,4.45,3.93,8.67,1.85,5.21,2.37,5.91,213.153,Sí
Femenino,34,44,Quintana Roo,Postpago,app,282,10,20,12,1.42,2.71,0.82,0.79,2.54,0.47,1.37,0.43,1.08,71.089,Sí
Masculino,56,8,Morelos,Prepago,app,451,5,56,43,4.44,8.2,2.83,3.95,9.57,1.51,5.73,1.1,3.68,119.403,Sí
Femenino,68,18,Tamaulipas,Prepago,tienda,603,6,31,47,6,9.35,3.12,3.83,8.14,2.89,6.89,3.49,3.3,153.053,Sí
Femenino,27,56,Sonora,Prepago,tienda,91,2,20,42,3.85,9.43,1.89,2.81,9.25,2.03,7.64,0.64,3.56,52.53,No
Femenino,24,62,Baja California,Prepago,tienda,271,5,26,40,3.18,6.51,2.39,1.96,8.44,2.16,6.4,0.68,2.45,87.051,No
Masculino,52,55,San Luis Potosi,Prepago,tienda,352,10,6,12,1.37,2.09,1.27,0.84,2.35,0.48,1.44,0.74,1.42,86.15,No
Femenino,23,27,"Campeche, Coahuila",Prepago,app,707,2,19,21,2.12,3.29,2.79,0.2,4.19,1.1,3.8,1.26,2.26,159.003,Sí
Femenino,37,20,Querétaro,Prepago,app,599,14,15,44,4.68,7.41,4.4,3.36,8.54,3.29,4.44,1.91,5.97,149.95,No
Femenino,25,40,Puebla,Postpago,app,377,6,64,50,5.54,9.2,6.11,2.73,9.75,3.52,5.93,4.35,2.87,114.6,Sí
Femenino,18,38,Quintana Roo,Prepago,app,52,13,58,32,4.28,7.09,3.5,2.16,5.28,1.18,3.31,2.64,2.54,38.194,Sí
Femenino,28,3,Quintana Roo,Prepago,tienda,636,12,42,36,3.56,7.94,2.48,2.78,8.45,1.23,5.7,0.58,3.29,151.353,Sí
Femenino,36,49,Tlaxcala,Postpago,tienda,175,3,37,9,0.96,2.18,0.77,0.8,1.55,0.53,0.92,0.37,0.81,49.567,Sí
Masculino,37,50,Sinaloa,Prepago,app,470,10,29,28,1.49,5.6,3.8,0.64,5.73,1.63,4.45,0.84,2.91,119.477,Sí
Femenino,57,59,México,Postpago,tienda,473,12,60,24,3.33,4.29,1.97,1.15,3.98,2.17,2.88,0.4,2.05,120.316,Sí
Masculino,37,25,Chiapas,Postpago,tienda,309,3,32,26,1.74,6.3,3.07,2.52,3.99,2.48,2.8,0.62,1.94,82.588,No
Masculino,64,49,Chihuahua,Prepago,app,116,4,3,46,4.99,9.28,4.14,2.78,6.76,4.19,7.92,1.8,4.13,58.297,No
Masculino,19,44,Nuevo León,Prepago,app,892,11,62,19,2.4,3.85,2.1,1.39,3.9,0.6,2.52,0.35,1.87,199.494,No
Masculino,51,22,Chiapas,Postpago,tienda,224,2,6,1,0.07,0.17,0.05,0.02,0.18,0.11,0.19,0.07,0.1,48.988,No
Femenino,19,9,Quintana Roo,Prepago,tienda,398,12,42,42,4.84,6.2,4.75,1.87,7.25,2.74,7.25,3.15,3.96,108.253,No
Femenino,17,59,Chihuahua,Postpago,tienda,841,5,15,11,0.58,2.66,0.61,0.81,1.92,0.52,2.05,0.3,1.05,184.25,Sí
Femenino,49,44,Morelos,Postpago,tienda,957,12,69,18,2.01,3.4,0.98,1.48,3.65,1.59,2.74,0.16,2,212.253,Sí
Femenino,41,37,Tabasco,Postpago,app,502,14,67,1,0.09,0.2,0.11,0.04,0.22,0.01,0.17,0.08,0.07,109.897,Sí
Masculino,38,44,Sinaloa,Prepago,tienda,865,6,26,16,1.76,3.36,1.65,0.16,3.94,0.45,1.94,0.53,1,190.137,No
Femenino,67,57,Nayarit,Postpago,app,375,12,51,53,5.31,8.93,2.44,4.19,11.19,4.45,8.76,1.34,6.39,117.9,No
Femenino,34,69,Quintana Roo,Postpago,tienda,547,6,56,31,2.36,7.57,1.33,0.72,5.28,1.52,4.69,2.14,1.6,140.013,No
Femenino,16,36,Nayarit,Postpago,tienda,956,11,49,44,3.75,8.73,2.82,2.59,8.58,1.95,7.05,2.67,5.84,225.444,Sí
Femenino,62,20,Jalisco,Prepago,app,727,0,27,17,1.97,3.12,1.59,0.98,3.29,0.88,2.81,0.52,1.85,159.953,No
Femenino,61,38,Veracruz,Postpago,app,297,12,21,20,1.03,3.52,1.38,1.5,4.9,1.45,3.7,1.16,1.37,78.153,No
Femenino,46,7,Quintana Roo,Prepago,app,505,2,9,0,0,0,0,0,0,0,0,0,0,102.5,No
Femenino,24,37,Nayarit,Postpago,tienda,500,0,65,28,3.01,6.27,3.07,0.48,5.44,1.79,3.9,0.99,2.48,125.429,No
Femenino,54,29,Morelos,Postpago,tienda,444,6,21,6,0.84,1.18,0.28,0.18,1.06,0.17,0.75,0.58,0.51,97.665,Sí
Femenino,22,33,Baja California,Prepago,app,516,5,66,22,1.79,3.54,1.38,0.92,4.46,2.28,3.01,1.23,2.61,124.416,Sí
Femenino,15,5,Sinaloa,Postpago,app,316,8,27,10,0.79,2.12,0.68,0.1,2.29,0.29,1.6,0.63,1.35,71.255,No
Masculino,67,37,Baja California,Prepago,tienda,214,13,42,13,1.92,2.97,0.77,0.16,2.45,0.32,2.36,0.49,1.57,58.253,No
Femenino,28,6,Guerrero,Postpago,tienda,282,7,52,40,4.92,7.46,2.56,2.97,8.05,1.56,7.19,2.56,2.72,83.897,Sí
Masculino,16,49,Tlaxcala,Postpago,tienda,814,1,66,54,4.41,12.8,4.15,0.68,12.55,2.82,7.91,0.95,6.39,205.448,Sí
Masculino,18,39,Guerrero,Postpago,tienda,230,7,20,39,3.48,5.8,1.7,3.15,6.75,3.63,7.02,2.64,4.83,76.25,No
Femenino,20,46,Baja_California_Sur,Postpago,app,515,13,25,12,0.53,2.64,1.16,1.07,2.49,0.92,1.88,0.34,0.97,118.35,Sí
Masculino,16,50,Tlaxcala,Prepago,app,212,4,39,45,4.4,8.14,4.64,3.78,7.12,0.95,7.49,3.29,4.14,78.535,Sí
Masculino,39,65,Hidalgo,Postpago,app,623,2,47,19,1.96,3.79,1.89,1.33,3.73,0.96,1.94,1.24,2.17,148.103,No
Femenino,26,2,México,Prepago,app,69,9,38,2,0.2,0.34,0.15,0.14,0.43,0.16,0.34,0.07,0.17,17.2,Sí
Masculino,25,7,Veracruz,Prepago,app,718,10,54,21,1.08,4.23,2.38,0.21,3.5,0.73,2.97,1.78,1.96,159.302,No
Masculino,34,22,"Campeche, Coahuila",Postpago,tienda,336,6,15,36,3.2,8.87,4.25,0.36,5.38,3.46,5.68,1.38,3.41,92.847,No
Femenino,52,19,Guanajuato,Prepago,tienda,578,6,31,47,2.61,8.58,5.03,2.28,10.55,4.11,6.53,2.81,4.52,148.206,No
Femenino,69,16,Durango,Postpago,tienda,663,3,59,5,0.26,1.22,0.49,0.36,0.94,0.38,0.75,0.2,0.39,140.947,Sí
Femenino,53,36,Puebla,Prepago,tienda,303,11,54,7,0.7,1.32,0.74,0.46,1.51,0.36,0.91,0.46,0.54,72.9,Sí
Masculino,62,19,Oaxaca,Postpago,tienda,796,14,59,38,2.85,8.64,2.89,0.98,8.62,2.55,4.22,2.35,2.56,187.098,No
Masculino,35,19,Zacatecas,Prepago,app,438,14,40,24,2.13,4.32,3.11,1.25,4.88,1.19,2.82,1.65,2.65,106.85,Sí
Femenino,53,53,Nayarit,Postpago,app,225,0,19,7,0.49,1.13,0.28,0.09,1.21,0.41,0.82,0.45,0.59,57.641,No
Femenino,24,64,Sonora,Postpago,app,334,11,45,50,2.8,8.91,4.31,1.2,9.95,4.03,8.86,2.73,3.68,107.591,No
Masculino,63,41,Durango,Postpago,tienda,336,14,48,5,0.34,0.79,0.52,0.14,0.93,0.26,0.55,0.12,0.41,78.468,Sí
Femenino,35,40,Baja_California_Sur,Prepago,app,791,12,23,10,0.9,2.23,0.47,0.98,1.69,0.28,1.64,0.25,1.27,171.263,No
Femenino,41,63,Nuevo León,Prepago,app,395,12,65,9,1,2.08,0.56,0.11,2.11,0.63,1.06,0.52,0.92,97.097,Sí
Femenino,52,65,Oaxaca,Prepago,tienda,793,0,48,46,5.68,10.12,5.48,3.33,7.28,4.26,6.06,1.34,2.46,198.353,Sí
Femenino,37,52,Quintana Roo,Postpago,app,771,6,4,53,4.42,12.66,2.21,3.1,10.43,0.67,6.61,3.21,5.22,192.659,Sí
Masculino,35,15,Nayarit,Prepago,tienda,490,3,47,29,2.46,5.55,1.69,2.58,5.26,1.89,4.98,0.29,3.94,119.892,No
Femenino,55,1,Quintana Roo,Prepago,tienda,408,2,60,6,0.69,0.91,0.25,0.53,1.31,0.14,0.96,0.25,0.31,88.155,No
Masculino,65,47,"Campeche, Coahuila",Prepago,tienda,92,0,13,26,2.22,4.37,1.59,1.38,4.28,1.38,3.66,1.71,1.71,40.59,Sí
Masculino,61,2,Yucatán,Prepago,app,488,8,48,6,0.64,1.3,0.65,0.17,0.98,0.55,0.77,0.19,0.74,103.897,No
Masculino,43,9,Zacatecas,Prepago,tienda,246,5,42,12,1.21,2.57,0.75,0.69,2.04,1.13,1.24,0.82,1.54,59.847,Sí
Femenino,20,18,Tamaulipas,Prepago,tienda,396,9,37,49,5.77,8.6,5.74,3.35,10.05,4.69,4.69,0.45,5.66,113.15,Sí
Masculino,34,26,Zacatecas,Postpago,app,807,11,30,18,1.04,3.03,2.33,1.33,4.35,1.81,1.88,0.31,1.13,177.363,No
Masculino,61,61,Tlaxcala,Postpago,app,28,11,12,7,0.37,1.28,0.51,0.26,1.69,0.56,0.93,0.28,0.85,19.469,Sí
Masculino,34,27,Jalisco,Prepago,app,590,3,22,50,6.4,8.57,3.76,4.39,11.23,1.27,5.74,2.29,6.34,153.147,Sí
Femenino,45,64,Quintana Roo,Postpago,app,398,4,20,42,4.92,9.7,4.22,2.36,9.45,0.52,4.71,0.42,2.2,114.35,No
Masculino,42,57,Durango,Prepago,tienda,31,6,61,3,0.16,0.57,0.34,0.15,0.49,0.11,0.57,0.03,0.22,19.492,No
Femenino,21,55,Morelos,Postpago,tienda,783,7,57,21,2.79,3.96,1.12,0.21,4.35,1.42,2.55,0.82,1.08,179.49,Sí
Masculino,58,60,Baja California,Prepago,tienda,816,9,43,25,2.46,4.94,1.77,2.24,3.86,2.2,2.81,1.12,1.42,188.696,Sí
Femenino,49,42,Aguascalientes,Prepago,tienda,143,4,30,19,1.96,2.92,2.05,0.77,3.13,1.88,2.08,1.22,2.44,47.635,No
Femenino,50,51,Baja_California_Sur,Postpago,tienda,145,11,22,9,1.25,1.78,0.45,0.18,1.92,0.29,1.16,0.81,1.15,43.147,No
Masculino,39,70,México,Postpago,app,527,6,5,43,5.08,7.79,2.3,1.73,9.19,2.4,6.41,2.75,5.36,141.953,Sí
Masculino,45,25,Hidalgo,Postpago,app,810,1,38,42,3.96,10.35,2.55,2.16,7.86,0.66,6.86,1.12,3.73,192.025,Sí
Masculino,30,61,Zacatecas,Prepago,app,801,12,25,5,0.31,1.08,0.43,0.06,1.02,0.24,0.99,0.05,0.7,173.564,Sí
Masculino,28,25,Chihuahua,Prepago,app,235,11,56,12,0.92,2.72,0.51,0.81,1.85,1.27,2.26,0.2,0.61,60.495,Sí
Masculino,70,38,Hidalgo,Postpago,app,386,11,20,51,3.77,8.93,4.22,4.03,12.09,0.58,8.39,3.36,2.65,113.606,Sí
Femenino,67,60,Zacatecas,Postpago,app,336,9,55,11,1.31,2.14,1.26,0.36,2.19,0.37,1.76,0.46,1.13,85.544,Sí
Femenino,62,6,Morelos,Postpago,tienda,892,4,61,9,0.51,1.7,0.94,0.6,1.55,0.69,1.43,0.28,1.02,187.666,Sí
Masculino,64,18,Quintana Roo,Prepago,tienda,277,1,6,36,1.97,7.73,3.82,1.99,7.1,1.23,6.48,3,2.68,80,Sí
Masculino,41,43,Veracruz,Postpago,tienda,456,8,14,17,1.32,4.13,0.98,1.62,2.89,0.72,2.03,0.82,1.61,108.286,Sí
Masculino,66,49,Nayarit,Prepago,tienda,950,11,33,12,1.64,2.28,1.03,0.54,2.37,0.67,1.81,0.25,1.41,206.2,Sí
Masculino,50,3,Sinaloa,Postpago,app,448,2,5,25,2.85,4.18,2.35,2.18,4.44,0.64,3.91,1.53,2.28,105.108,No
Femenino,68,53,Querétaro,Prepago,tienda,219,3,19,15,1.08,2.76,1.62,0.98,2.8,1.14,1.88,0.44,0.92,61.286,Sí
Masculino,18,43,Oaxaca,Postpago,tienda,39,2,28,24,1.89,4.14,2.62,0.44,5.28,1.17,3.52,1.79,3.16,30.053,Sí
Femenino,22,8,Guanajuato,Postpago,app,526,13,38,45,5.29,9.59,2.38,1.75,6.85,4.51,8.56,2.8,3.28,135.303,Sí
Femenino,64,7,Baja_California_Sur,Postpago,app,464,5,17,42,4.52,7.32,5.43,2.19,8.15,3.52,4.35,1.98,4.54,119.9,Sí
Masculino,22,37,Colima,Prepago,tienda,68,7,67,38,4.65,7.01,4.59,0.44,5.36,3.18,6,1.67,5.1,45.3,No
Femenino,41,52,Tamaulipas,Postpago,app,291,2,51,28,2.23,6.33,2.95,2.17,6.13,1.85,2.99,0.51,2.83,85.347,Sí
Femenino,70,8,Morelos,Postpago,tienda,385,5,39,28,3.39,5.92,1.94,1.37,5.24,2.69,3.7,0.25,3.5,96.95,No
Masculino,55,27,México,Prepago,tienda,668,3,40,1,0.07,0.2,0.11,0.07,0.13,0.09,0.16,0.07,0.12,140.256,Sí
Masculino,34,54,Veracruz,Postpago,tienda,64,9,37,7,0.9,1.25,0.6,0.66,1.13,0.49,0.78,0.66,0.41,26.914,Sí
Masculino,26,29,Zacatecas,Prepago,app,32,5,38,51,5.24,10.01,3.18,3.24,8.84,4.56,6.56,2.91,6.46,43.25,No
Masculino,22,66,Nuevo León,Postpago,tienda,79,1,53,0,0,0,0,0,0,0,0,0,0,28.35,No
Femenino,53,70,Zacatecas,Prepago,app,817,5,37,42,2.79,8.04,1.73,3.1,9.17,3.33,7.48,0.77,5.58,200.947,Sí
Masculino,59,50,Tabasco,Prepago,app,962,1,64,30,1.84,6.78,2.12,1.15,7.45,0.42,3.16,1.98,4.32,220.866,No
Femenino,53,36,Chiapas,Prepago,tienda,370,8,48,7,0.73,1.28,0.78,0.35,1.36,0.17,0.86,0.49,0.98,86,No
Masculino,59,43,Sinaloa,Postpago,tienda,683,10,55,42,6.21,8.49,2.48,3.34,6.92,1.22,7.21,0.9,2.25,170.106,No
Masculino,46,55,Yucatán,Prepago,tienda,407,0,53,50,5.21,10,2.12,1.48,7.66,2.25,9.57,1.97,4.46,120.716,Sí
Masculino,49,14,Durango,Postpago,tienda,26,10,7,44,4.14,9.64,3.24,4.14,8.47,1.66,8.39,1.09,3.23,34.05,Sí
Femenino,23,23,Guanajuato,Prepago,tienda,953,1,41,18,2.41,3.09,1.2,0.18,3.1,1.57,3.53,0.67,1.23,206.594,Sí
Masculino,16,51,Nuevo León,Prepago,app,614,10,30,22,2.61,4.03,2.21,0.22,4.13,1.45,3.06,0.56,1.2,144.391,No
Femenino,64,56,Guerrero,Prepago,tienda,753,9,7,37,2.55,7.62,3.55,0.87,7.25,3.81,4.2,3.34,3.55,181.472,No
Femenino,50,31,Guerrero,Prepago,tienda,506,12,50,50,5.58,10.2,4.99,2.63,9.67,1.29,5.61,0.72,2.67,136.358,Sí
Femenino,65,42,Chiapas,Prepago,tienda,374,6,61,22,2.78,3.75,2.01,1.21,4.66,2.23,3.53,0.22,1.61,97.35,Sí
Femenino,59,45,Yucatán,Prepago,app,382,8,20,21,1.16,4.4,2.04,0.57,4.32,0.56,2.86,0.66,1.68,95.925,No
Masculino,47,24,"Campeche, Coahuila",Postpago,app,67,10,26,33,2.96,7.65,1.63,2.56,7.33,0.77,5.88,0.55,3.68,38.103,No
Femenino,23,55,CDMX,Postpago,app,725,8,55,52,7.41,9.7,2.31,3.07,8.94,5.39,8.32,4.23,2.63,187.2,Sí
Masculino,61,67,Michoacán,Postpago,tienda,269,3,45,17,2.06,3.56,1.04,0.59,2.6,0.86,2.14,0.99,0.99,75.649,No
Femenino,69,33,Yucatán,Prepago,tienda,798,4,40,4,0.43,0.83,0.43,0.07,0.88,0.25,0.67,0.09,0.35,168.95,No
Masculino,27,37,Quintana Roo,Prepago,tienda,764,6,48,9,1.16,1.79,0.88,0.24,2.07,0.74,1,0.15,0.97,166.15,Sí
Femenino,23,70,Michoacán,Prepago,tienda,326,0,55,26,3.3,3.96,2.85,0.89,5.24,2.67,2.78,0.84,2.89,93.876,No
Masculino,39,17,México,Postpago,app,555,9,32,54,2.89,12.03,3,0.54,11.86,4.5,10.14,2.63,5.13,147.166,Sí
Femenino,49,27,Nuevo León,Postpago,app,356,4,50,44,5.91,6.99,5.56,3.53,7.83,2.16,7.19,1.63,3.2,104.15,No
Masculino,37,7,Nayarit,Prepago,tienda,97,5,64,6,0.68,1,0.34,0.06,1.08,0.63,0.67,0.21,0.69,27.058,Sí
Femenino,40,7,Yucatán,Prepago,app,302,11,70,32,4.26,6.26,2.57,1.63,7.05,1.44,4.36,0.66,3.76,84.147,No
Masculino,32,66,Veracruz,Postpago,tienda,208,3,15,54,6.12,10.88,3.91,1.84,11.22,2.4,7.04,3.48,7.12,84.653,No
Masculino,21,27,Chihuahua,Postpago,app,262,6,19,47,4.22,9.12,4.5,1.8,11.22,2.15,4.84,4.6,3.08,85.159,No
Femenino,63,23,Hidalgo,Prepago,app,797,9,31,23,2.98,4.22,2.86,1.28,3.47,0.84,3.38,0.23,3.42,178.104,Sí
Masculino,40,17,San Luis Potosi,Postpago,app,752,0,53,9,0.66,1.36,1.03,0.46,1.76,0.88,1.53,0.33,1,161.003,No
Masculino,40,68,Nuevo León,Postpago,app,520,14,19,54,6.02,8.66,5.07,1.32,12.31,4.81,5.85,3.78,6.18,147.55,No
