genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,churn,Fuerza de ventas,churn2
Masculino,37,28,Yucatán,Prepago,tienda,662,3,47,15,3.55,7.37,2.8,4.08,9.28,1.61,5.89,1.16,4.53,Sí,155.531,Sí
Femenino,25,54,Sinaloa,Prepago,app,674,10,34,43,4.72,9.33,2.59,3.61,7.2,2.85,5.15,1.22,4.32,Sí,169.797,Sí
Femenino,68,12,Colima,Postpago,app,821,2,16,33,0.27,0.33,0.11,0.02,0.32,0.14,0.36,0.05,0.29,Sí,177.267,Sí
Femenino,41,35,Guanajuato,Prepago,tienda,492,0,40,2,1.18,5.55,2.18,1.67,3.91,1.13,2.32,1.35,1.47,Sí,112.478,Sí
Femenino,50,5,Guanajuato,Prepago,app,213,1,11,23,0.38,0.79,0.67,0.43,1,0.08,0.56,0.21,0.62,No,52.222,No
Masculino,53,45,Jalisco,Postpago,tienda,380,12,32,2,2.15,5.16,2.79,1.23,5.94,1.57,4.79,0.73,1.63,No,92.747,No
Masculino,33,48,Yucatán,Postpago,tienda,553,8,56,20,2.18,7.62,2.66,0.55,5.54,1.24,6.79,1.95,4.05,Sí,136.374,Sí
Femenino,29,13,México,Postpago,tienda,506,2,33,23,4.45,6.02,4.4,0.41,6.78,1.62,4.37,1.18,3.26,No,121.447,No
Masculino,42,48,Quintana Roo,Prepago,tienda,895,10,34,3,3.82,8.81,2.19,4.03,9.85,1.83,9.2,1.74,6.81,Sí,203.284,Sí
Femenino,22,16,CDMX,Prepago,app,807,1,39,24,0.14,0.32,0.2,0.11,0.46,0.19,0.25,0.14,0.13,No,173.532,No
Masculino,22,33,Chihuahua,Prepago,tienda,737,6,5,30,1.7,4.69,2.33,2.05,3.7,1.46,2.6,1.48,1.79,Sí,168.14,Sí
Femenino,48,14,Oaxaca,Prepago,app,74,2,26,12,1.93,2.74,0.91,0.78,3.32,1.42,2.24,1.41,1.25,Sí,26.6,Sí
Masculino,19,61,Quintana Roo,Postpago,app,32,4,31,19,5.68,8.42,3.18,3.68,6.93,3.49,4.8,2.91,5.91,Sí,36.3,Sí
Femenino,61,13,Veracruz,Prepago,app,160,11,60,3,3.11,6.05,1.71,2.41,6.09,1.4,2.69,0.25,3.29,Sí,45.95,Sí
Femenino,66,69,Sonora,Prepago,app,665,1,23,5,3.66,6.19,4.29,1.09,8.05,0.53,5.99,0.79,3.06,No,156.095,No
Femenino,29,7,Colima,Prepago,tienda,561,0,25,27,1.17,1.39,0.64,0.6,1.39,0.43,0.81,0.59,0.81,Sí,124.949,Sí
Masculino,20,18,Guanajuato,Postpago,tienda,794,2,49,18,5.14,11.93,6.12,4.1,10.89,2.5,5.56,1.11,3.47,No,184.596,No
Masculino,70,21,Nuevo León,Prepago,app,555,0,68,47,3.95,9.64,4.2,0.55,8.88,4.36,4.65,3.83,4.95,No,145.153,No
Masculino,39,62,Oaxaca,Postpago,app,153,5,45,37,2.71,3.32,1.69,1.59,3.75,1.7,2.35,0.46,2.29,No,59.208,No
Femenino,23,62,Zacatecas,Postpago,tienda,872,10,57,0,2.93,5.54,3.29,2.33,5.05,2.06,3.24,1.75,1.8,Sí,194.947,Sí
Femenino,30,69,Sonora,Prepago,app,275,4,12,51,0,0,0,0,0,0,0,0,0,No,81.25,No
Femenino,33,20,Querétaro,Prepago,tienda,399,3,24,44,1.65,7.03,1.62,0.41,6.58,0.5,5.13,1.52,1.78,Sí,105.066,Sí
Masculino,52,4,Chihuahua,Prepago,app,754,4,56,47,4.29,5.31,3.54,0.87,5.54,1.32,4.6,0.34,4.97,Sí,177.534,Sí
Femenino,25,27,Oaxaca,Prepago,tienda,760,13,41,10,3.73,6.48,1.75,2.28,4.75,1.66,4.2,0.38,2.77,No,169.5,No
Femenino,50,44,Guanajuato,Postpago,tienda,659,1,25,5,0.48,1.21,0.6,0.2,1.26,0.11,0.92,0.4,0.82,No,142.95,No
Femenino,29,19,Tabasco,Postpago,app,239,11,28,38,2.35,3.01,1.28,0.5,4.49,0.37,3.14,0.35,2.14,No,68.739,No
Femenino,31,7,Durango,Prepago,tienda,24,0,21,13,2.03,5.26,2.26,0.32,4.57,0.28,2.93,1.3,2.98,No,17.379,No
Femenino,25,51,Tamaulipas,Postpago,app,445,2,28,9,0.11,0.32,0.26,0.02,0.4,0.15,0.34,0.13,0.12,No,101.305,No
Femenino,30,15,Sonora,Prepago,tienda,991,2,64,29,1,1.53,0.46,0.89,1.63,0.95,1.44,0.97,0.65,Sí,215.206,Sí
Masculino,31,14,"Campeche, Coahuila",Postpago,app,513,4,25,33,2.54,10.41,3.75,1.07,10.06,2.69,8.35,0.52,2.31,No,128.36,No
Masculino,20,33,Sonora,Prepago,tienda,145,14,47,26,1.75,4.34,1.58,1.13,5.2,2.04,3.88,1.82,1.25,Sí,50.997,Sí
Femenino,54,30,Jalisco,Prepago,tienda,401,4,41,5,1.09,3.53,1.49,0.16,3.66,0.31,2.53,0.95,2.28,Sí,93.05,Sí
Masculino,48,15,México,Postpago,app,388,8,14,37,1.58,2.42,0.73,0.11,2.36,0.4,1.34,0.7,0.69,Sí,94.749,Sí
Femenino,28,17,Baja California Sur,Prepago,app,385,0,27,46,0.71,2.55,1.26,0.74,2.23,0.14,1.8,0.26,0.78,Sí,97.841,Sí
Masculino,52,20,Nuevo León,Prepago,tienda,925,14,67,16,1.54,5.12,2.13,0.64,4.1,0.48,4.36,1.09,2.39,Sí,202.705,Sí
Masculino,23,66,Nayarit,Postpago,app,630,0,61,18,0.09,0.24,0.06,0.02,0.16,0.05,0.19,0.07,0.11,No,144.647,No
Femenino,16,33,Yucatán,Postpago,tienda,872,5,30,26,1.3,1.6,1.33,0.26,2.4,0.18,1.54,0.44,0.69,No,191.572,No
Masculino,20,23,Morelos,Prepago,app,465,12,53,47,2.54,10.73,3.07,2.44,8.97,0.57,7.54,3.94,2.78,No,125.974,No
Femenino,46,41,Aguascalientes,Prepago,app,459,3,65,17,4.44,6.96,3.71,0.67,7.76,0.95,5.07,0.56,2.88,No,116.2,No
Masculino,41,16,Jalisco,Postpago,app,793,2,62,37,3.59,9.14,2.46,1.59,7.81,2.46,4.66,3.74,2.56,No,186.603,No
Masculino,27,29,Nuevo León,Postpago,tienda,655,9,21,22,3.64,6.11,2.46,0.58,6.19,2.41,3.89,0.33,1.8,Sí,151.223,Sí
Femenino,46,36,Jalisco,Prepago,app,941,1,11,4,4.58,10.52,3.36,4.07,8.43,5.19,5.06,3.97,5.83,Sí,210.653,Sí
Femenino,25,6,Baja California Sur,Postpago,app,379,11,54,48,1.34,2.08,0.88,0.32,2.44,0.67,1.06,0.1,0.78,Sí,96.701,Sí
Femenino,69,69,CDMX,Postpago,app,687,13,29,53,2.16,6.31,2.86,3.5,7.63,2.33,5.8,2.76,4.65,No,176.5,No
Femenino,37,35,Guerrero,Prepago,tienda,308,13,36,31,2.55,9.35,3.93,1.06,9.52,2.93,5.79,2.94,5.92,No,91.147,No
Masculino,31,9,Guanajuato,Postpago,tienda,453,10,69,28,0.75,1.4,0.48,0.21,1.23,0.33,0.78,0.24,0.58,No,105.6,No
Masculino,19,58,Quintana Roo,Prepago,tienda,696,14,18,49,0.25,0.96,0.54,0.18,0.78,0.31,0.73,0.14,0.73,Sí,164.886,Sí
Femenino,29,69,Tamaulipas,Postpago,tienda,918,6,42,13,1.05,1.99,1.22,0.43,1.78,0.52,1.34,0.4,1.26,No,202.947,No
Femenino,56,60,Querétaro,Postpago,app,390,10,55,44,6.76,8.62,2.31,0.48,10.14,1.66,8.72,2.32,3.63,Sí,116.342,Sí
Masculino,39,25,Aguascalientes,Prepago,tienda,157,13,22,40,3.48,6.05,4.11,1.25,5.91,1.31,6.25,2.15,2.61,No,58.186,No
Femenino,41,56,Morelos,Postpago,tienda,770,10,15,8,0.48,1.57,0.37,0.08,1.63,0.61,1.25,0.51,0.43,No,167.629,No
Femenino,22,12,Veracruz,Postpago,tienda,462,11,66,26,6.13,9.58,3.43,1.73,9.9,4.5,8.12,2.34,3.59,No,120.096,No
Femenino,68,28,Guanajuato,Postpago,tienda,284,10,23,52,4.71,7.06,4.36,3.19,7.36,3.99,8.12,2.62,3.2,No,91.133,No
Masculino,33,41,Yucatán,Postpago,tienda,279,13,70,6,0.99,2.82,1.11,1.56,2.77,0.26,2.44,1.53,1.19,Sí,71.651,Sí
Masculino,18,45,Aguascalientes,Prepago,tienda,740,3,52,20,1.93,5.01,2.65,1.5,5.6,1.24,4.41,0.29,2.37,No,170.85,No
Masculino,38,38,Veracruz,Postpago,tienda,293,11,31,5,2.36,2.9,2.01,0.88,3.85,1.39,2.35,0.9,2.35,Sí,73.047,Sí
Femenino,19,32,San Luis Potosi,Prepago,tienda,347,14,23,33,0.75,2.38,1.41,1.16,2.7,0.51,1.33,0.39,1.18,Sí,88.793,Sí
Femenino,55,10,Yucatán,Prepago,app,669,8,48,13,1.59,3.81,2.41,0.51,3.99,1.22,3.06,0.24,1.6,No,147.129,No
Femenino,58,41,Colima,Prepago,app,336,10,26,32,4.09,9.45,1.88,3.85,8.21,3.02,4.65,3.15,4.47,No,97.081,No
Masculino,24,48,México,Prepago,app,657,0,30,16,0.13,0.36,0.1,0.06,0.48,0.1,0.32,0.14,0.17,No,145.458,No
Femenino,20,44,Zacatecas,Postpago,app,875,13,33,32,1.01,1.82,1.52,0.11,1.89,0.7,1.33,0.99,0.83,Sí,195.91,Sí
Femenino,17,12,Chihuahua,Prepago,app,506,11,36,49,7.04,10.44,6.5,3.85,10.02,3.13,5.38,1.91,2.74,Sí,134.803,Sí
Femenino,67,71,Michoacán,Postpago,app,276,4,12,5,1.32,4.72,1.8,1.01,4.39,0.34,4.52,0.24,3.19,Sí,74.409,Sí
Masculino,41,52,Nayarit,Prepago,tienda,27,3,29,26,5.57,10.7,3.26,2.2,9.11,4.94,7.48,1.06,2.7,No,36.556,No
Masculino,69,13,"Campeche, Coahuila",Postpago,tienda,480,14,8,34,0.73,2.48,1.38,0.9,2.23,0.24,1.92,0.1,1.02,Sí,111.85,Sí
Femenino,69,41,Guerrero,Prepago,app,632,11,31,30,1.64,4.3,2.44,0.45,4.7,0.82,2.46,1.19,1.37,No,148.911,No
Masculino,29,27,Veracruz,Postpago,tienda,775,5,18,48,6.3,7.34,5.33,0.5,8.9,3.83,6.23,2.34,2.28,Sí,187.265,Sí
Masculino,19,34,Zacatecas,Postpago,tienda,555,3,57,25,0.92,1.3,0.38,0.51,1.2,0.64,1.01,0.5,0.53,Sí,128.547,Sí
Masculino,26,70,Oaxaca,Prepago,app,234,3,60,7,2.84,6.5,3.88,3.4,6.86,1.16,4.26,1.3,1.8,Sí,72,Sí
Femenino,35,19,Tlaxcala,Postpago,tienda,231,8,35,7,3.14,5.65,3.12,0.36,4.36,1.56,3.01,2.29,1.5,Sí,60.397,Sí
Masculino,30,39,San Luis Potosi,Prepago,tienda,491,7,54,49,2.06,8.65,3.42,0.7,6.15,1.46,4.67,0.65,3.06,No,130.696,No
Masculino,34,54,Tabasco,Postpago,app,850,11,59,19,3.04,3.78,3.38,0.25,5.4,1.92,3.62,1.63,1.8,Sí,194.196,Sí
Masculino,44,59,Oaxaca,Postpago,tienda,978,13,46,38,4.01,6.28,1.97,2.64,7.37,3.29,5.64,2.73,3.07,Sí,229.25,Sí
Femenino,43,14,Guerrero,Postpago,tienda,335,9,33,52,5.8,8.95,3.4,4.22,8.1,1.32,6.58,0.99,4.3,Sí,99.448,Sí
Masculino,55,68,México,Prepago,app,961,7,55,30,2.13,6.54,1.86,0.39,5.48,2.57,3.88,1.06,2.48,No,222.067,No
Masculino,44,54,Querétaro,Prepago,app,752,7,46,17,2.08,3.73,1.03,0.94,3.66,1.17,3.72,1.69,1.53,No,171.765,No
Femenino,39,21,Sonora,Prepago,tienda,613,7,40,25,0,0,0,0,0,0,0,0,0,No,135.25,No
Femenino,64,24,Nayarit,Prepago,tienda,117,8,51,42,0.79,1.22,0.25,0.51,1.3,0.18,0.83,0.39,0.53,Sí,43.95,Sí
Femenino,62,8,Baja California,Postpago,tienda,56,13,66,29,1.25,2.3,0.67,0.2,2.79,0.72,1.23,0.8,1.08,Sí,27.712,Sí
Masculino,26,30,Sonora,Prepago,tienda,863,4,68,34,0.32,1.17,0.5,0.25,0.75,0.25,0.87,0.38,0.51,Sí,192.2,Sí
Femenino,19,45,Guanajuato,Postpago,tienda,946,7,21,53,2.47,2.76,1.19,1.24,2.97,1.1,2.74,0.26,2.02,No,217.925,No
Masculino,60,45,Morelos,Postpago,app,13,6,35,53,0.76,2.75,0.47,0.42,2.67,0.19,1.66,1.03,0.68,No,30.189,No
Femenino,32,35,Aguascalientes,Prepago,app,355,10,37,23,0,0,0,0,0,0,0,0,0,Sí,85,Sí
Masculino,32,23,Guanajuato,Prepago,app,859,12,36,44,6.56,8.76,5.9,2.69,8.67,4.82,7.99,2.54,5.05,Sí,206.144,Sí
Femenino,61,34,Morelos,Prepago,tienda,419,10,62,1,5.96,8.35,2.76,1.46,7.93,2.19,5.86,3.53,3.47,No,104.753,No
Masculino,32,14,Baja California Sur,Postpago,tienda,84,0,37,45,3.88,6.64,3.74,2.11,7.07,2.02,5.8,2.59,2.16,Sí,45.053,Sí
Femenino,66,7,CDMX,Prepago,tienda,254,3,6,49,1.13,2.59,1.04,0.73,2.05,0.33,1.36,0.89,0.88,Sí,70.15,Sí
Masculino,41,37,San Luis Potosi,Prepago,tienda,859,5,36,50,4.21,11.02,3.42,2.72,9.48,4.36,7.65,1.78,5.37,No,209.153,No
Masculino,69,50,Veracruz,Postpago,tienda,947,2,56,20,5.91,9.25,2.1,0.92,11.08,2.03,6.34,2.97,6.39,Sí,219.797,Sí
Femenino,25,67,Tamaulipas,Postpago,tienda,62,1,59,41,2.41,5.44,3.08,0.33,7.94,2.45,3.8,0.33,1.89,No,46.001,No
Masculino,53,20,Hidalgo,Prepago,app,288,0,57,38,4.39,7.03,3.18,2.37,5.42,2.36,3.22,2.18,1.87,No,84.456,No
Masculino,59,63,México,Prepago,tienda,365,11,13,30,0.34,0.45,0.28,0.24,0.66,0.15,0.52,0.21,0.14,No,92.997,No
Femenino,34,25,Puebla,Postpago,app,336,9,61,26,2.99,4.73,1.06,0.71,4.08,2.49,3.38,0.23,1.65,Sí,88.196,Sí
Masculino,24,5,Zacatecas,Postpago,tienda,717,12,44,33,1.87,4.24,2.11,0.47,4.94,0.57,4.23,1.73,2.86,No,163.156,No
Masculino,67,70,Sonora,Prepago,tienda,490,1,41,2,3.99,5.91,2.68,2.67,6.45,4.02,7.55,2.34,5.39,No,123.45,No
Femenino,23,16,Aguascalientes,Prepago,app,62,6,24,16,0,0,0,0,0,0,0,0,0,No,20.8,No
Femenino,43,4,Colima,Postpago,tienda,352,9,49,19,1.98,3.67,1.76,1.59,4.03,1.56,2.61,1.56,1.25,No,85.153,No
Masculino,29,39,Sonora,Postpago,app,789,3,13,36,0.93,3.04,1.35,0.17,3.11,0.54,2.71,0.94,1.27,No,179.318,No
Masculino,45,57,Baja California,Prepago,tienda,967,0,20,34,2.4,5.06,2.77,1.92,4.49,2.17,4.29,0.78,2.53,No,221.073,No
Masculino,49,3,Jalisco,Prepago,tienda,837,5,38,13,2.71,9.65,5.42,0.92,10.97,5.29,9.39,0.65,5.01,No,188.653,No
Femenino,37,13,San Luis Potosi,Postpago,app,218,5,26,1,5.23,6.06,3.53,0.38,8.87,4.14,4.78,1.42,4.58,Sí,58.847,Sí
Masculino,38,3,Aguascalientes,Prepago,app,653,4,35,52,3.54,4.84,3.71,2.31,5.37,1.18,3.52,1.53,1.99,Sí,156.797,Sí
Masculino,41,11,Sonora,Prepago,app,510,4,31,43,2.23,3.06,1.42,0.25,3.19,1.59,2.24,0.17,1.22,Sí,122.711,Sí
Masculino,49,10,Tlaxcala,Prepago,tienda,685,14,50,9,2.37,5.37,2.69,1.92,5.9,2.24,3.96,1.65,3.49,Sí,152.577,Sí
Femenino,70,63,Tamaulipas,Prepago,app,145,11,66,23,1.88,2.71,1.82,1.54,3.94,0.22,1.9,0.29,1.97,Sí,53.531,Sí
Femenino,65,1,Sinaloa,Postpago,app,842,11,13,16,4,7.78,3.03,2.09,6.95,1.87,5.84,1.06,3.82,Sí,184.932,Sí
Femenino,37,17,Colima,Prepago,tienda,634,11,24,6,2.28,4.68,2.84,1.17,5.43,0.98,2.5,0.8,3.05,Sí,139.469,Sí
Masculino,59,46,Morelos,Postpago,app,811,3,49,38,3.69,7.97,5.14,2.42,9.94,3.2,7.14,1.26,2.79,No,196.015,No
Femenino,36,44,Baja California,Prepago,tienda,467,7,63,54,3.56,5.03,3.31,0.24,5.18,1.86,4.55,0.24,2.04,Sí,127.153,Sí
Masculino,57,63,Guerrero,Prepago,tienda,701,14,11,6,3.06,4.21,2.49,0.78,5.28,0.94,3.48,1.31,1.28,Sí,158.849,Sí
Femenino,43,58,Durango,Prepago,tienda,83,3,58,30,4.89,7,3.62,2.6,5.31,2.7,6.65,3.03,2.21,Sí,48.603,Sí
Masculino,68,50,Sonora,Prepago,tienda,702,1,51,40,2.25,3.58,1.64,1.11,3.4,0.53,2.55,0.81,1.13,Sí,167.55,Sí
Femenino,56,41,Puebla,Postpago,app,709,2,26,48,0.49,1.14,0.47,0.05,0.9,0.48,0.72,0.23,0.52,No,165.15,No
Masculino,39,24,Guerrero,Postpago,app,152,3,63,16,4.89,10.27,5.44,1.62,11.11,2.85,7.06,3.72,6.26,No,57.916,No
Masculino,39,44,San Luis Potosi,Postpago,tienda,787,11,27,21,5.51,8.05,4.28,0.46,11.25,1.41,6.9,2.78,3.2,Sí,184.802,Sí
Masculino,41,33,Yucatán,Postpago,tienda,490,4,24,49,3.51,7.53,3.5,0.46,8.6,2.17,6.93,3.07,3.63,No,130.67,No
Masculino,61,66,Querétaro,Prepago,tienda,856,13,70,54,2.5,8.61,3.57,3.13,6.35,3.46,7.17,2.23,3.98,Sí,213.1,Sí
Masculino,20,35,"Campeche, Coahuila",Postpago,tienda,349,2,42,34,3.46,10.74,4.19,1.2,8.35,2.43,6.81,3.01,3.73,Sí,100.526,Sí
Masculino,55,22,CDMX,Prepago,app,130,5,47,12,6.07,7.92,5.13,3.6,12.26,5.33,5.72,1.15,5.81,No,51.147,No
Femenino,62,42,Veracruz,Prepago,app,296,7,17,20,0.4,0.46,0.13,0.14,0.63,0.21,0.59,0.16,0.16,No,73.214,No
Masculino,27,25,Tlaxcala,Postpago,tienda,300,9,57,29,2.58,6.89,4.29,1.45,6.09,1.7,6.12,0.71,3.17,Sí,85.2,Sí
Masculino,28,9,Chiapas,Prepago,app,254,3,65,51,0.24,0.33,0.19,0.1,0.42,0.14,0.31,0.02,0.26,No,71.303,No
Masculino,41,8,Querétaro,Prepago,app,501,1,30,53,6.85,12.14,2.64,0.53,11.76,2.17,5.57,3.25,5.13,No,133.812,No
Femenino,40,46,Guanajuato,Postpago,tienda,946,11,29,13,0.67,0.85,0.25,0.2,0.85,0.15,0.83,0.44,0.56,No,202.89,No
Femenino,26,2,Guanajuato,Prepago,tienda,202,10,4,35,5.2,9.23,5.3,0.45,10.83,3.29,6.19,1.67,2.83,No,64.897,No
Femenino,28,61,México,Prepago,app,829,5,50,9,5.72,7.77,3.97,3.82,7.66,2.18,7.79,3.64,3.45,No,193.95,No
Masculino,39,18,Chiapas,Postpago,app,235,12,36,50,2.56,5.33,3.89,0.98,6.06,1.17,4.89,2.61,2.5,No,75.497,No
Femenino,27,70,Jalisco,Postpago,tienda,419,13,39,39,2.19,4.27,0.79,0.37,3.34,1.46,3.11,0.81,2.66,No,113.65,No
Femenino,22,51,Veracruz,Prepago,tienda,534,6,3,13,5.76,9.72,3.95,4.17,7.83,4.14,8.52,0.49,6.42,Sí,133.8,Sí
Masculino,69,42,Hidalgo,Postpago,tienda,525,4,23,17,0.05,0.2,0.11,0.01,0.17,0.08,0.1,0.01,0.06,No,117.787,No
Masculino,64,57,San Luis Potosi,Prepago,tienda,897,10,65,5,3.28,8.25,2.85,2.29,5.41,3.13,5.39,2.92,4.48,Sí,204.1,Sí
Masculino,70,34,Querétaro,Postpago,tienda,516,4,59,3,1.85,4.98,3,1.07,3.6,1.85,3.82,0.62,1.2,Sí,118.747,Sí
Femenino,24,58,Morelos,Postpago,app,887,6,30,9,3.17,7,2.37,0.7,7.58,1.44,3.56,0.47,3.41,Sí,199.21,Sí
Femenino,40,20,Veracruz,Prepago,tienda,462,5,58,9,2.39,5.5,1.51,1.54,5.81,0.29,3,0.24,3.11,Sí,108.017,Sí
Femenino,16,46,Puebla,Postpago,app,43,12,50,2,0.28,0.41,0.09,0.06,0.47,0.05,0.29,0.1,0.16,Sí,19.173,Sí
Masculino,16,68,Tamaulipas,Prepago,tienda,866,4,61,38,1.33,2.5,0.78,0.14,3.01,0.75,1.38,0.21,1.08,Sí,201.204,Sí
Femenino,21,20,Jalisco,Postpago,tienda,727,0,8,5,0.81,1.16,0.79,0.17,1.69,0.64,1.23,0.54,0.97,Sí,152.7,Sí
Masculino,22,52,Colima,Prepago,tienda,307,1,28,52,1.98,8.96,3.83,0.36,8.94,2.87,4.8,2.32,3.94,Sí,97.6,Sí
Femenino,55,31,Yucatán,Postpago,tienda,687,9,57,15,0.89,1.84,0.51,0.33,1.62,0.77,1.41,0.72,0.89,Sí,152.094,Sí
Masculino,43,42,Yucatán,Prepago,app,641,5,43,49,1.13,3.05,2.37,1.66,4.18,0.75,2.38,0.19,1.71,No,156.576,No
Femenino,27,39,Durango,Postpago,app,939,9,7,8,3.06,7.42,3.45,3.05,8.14,3.78,4.85,0.53,3.72,Sí,207.8,Sí
Masculino,36,53,Morelos,Postpago,tienda,492,10,10,45,3.69,8.35,3.33,1.92,13.3,1.22,8.03,3.82,4.95,Sí,134.933,Sí
Masculino,54,14,Nuevo León,Postpago,app,738,9,26,32,0.41,0.79,0.43,0.37,0.79,0.18,0.55,0.25,0.22,No,161.797,No
Femenino,61,11,Tabasco,Postpago,tienda,726,0,28,1,6.95,11.54,4.35,0.49,10,2.73,6.21,3.96,2.78,Sí,163.253,Sí
Femenino,54,59,Zacatecas,Prepago,app,449,6,6,40,3.99,6.84,3.3,2.66,9,0.49,4.41,0.39,5.24,Sí,121.846,Sí
Masculino,26,14,Baja California Sur,Postpago,app,67,14,64,15,4.8,7.53,1.49,3.23,6.04,2.79,4.44,0.32,3.36,Sí,33.4,Sí
Femenino,34,31,Michoacán,Postpago,app,513,1,7,27,1.99,6.53,3.56,1.05,5.59,3.06,5.11,1,4.56,No,125.435,No
Masculino,45,57,Hidalgo,Prepago,app,797,11,41,15,7.04,11.2,3.58,0.48,9.74,2.96,6.03,0.48,3.31,No,187.946,No
Masculino,48,32,Nuevo León,Postpago,app,591,5,20,26,4.21,6.46,2.92,2.12,6.94,4.06,7.91,3.06,2.48,No,143.848,No
Femenino,52,34,Guerrero,Prepago,app,370,13,62,2,0.62,1.68,0.55,0.09,1.56,0.47,1.09,0.07,0.5,Sí,84.789,Sí
Femenino,42,60,"Campeche, Coahuila",Prepago,tienda,613,7,68,12,0.23,0.31,0.21,0.15,0.42,0.09,0.3,0.1,0.19,No,139.2,No
Masculino,50,8,Nayarit,Prepago,app,861,2,10,27,3.94,9.42,7.05,0.7,12.47,2.61,8.56,1.12,4.34,No,197.063,No
Masculino,57,48,Michoacán,Prepago,tienda,912,14,52,46,1.95,6.54,2.34,1.95,5.42,0.71,4.32,1.12,3.43,No,214.334,No
Femenino,60,13,Baja California,Prepago,app,818,11,58,20,3.64,6.08,3.95,1.67,7.12,2.91,5.17,0.49,1.96,No,184.347,No
Masculino,38,60,Colima,Prepago,app,159,6,64,2,4.22,8.81,3.61,2.77,8.81,0.98,6.32,1.71,3.76,Sí,56.897,Sí
Femenino,68,9,San Luis Potosi,Prepago,tienda,386,4,31,25,3.84,8.51,2.67,0.51,9.51,2.6,6.48,0.51,3.38,Sí,99.003,Sí
Masculino,61,11,Tabasco,Prepago,app,462,12,3,33,3.01,3.77,3.1,0.73,4.69,2.39,4.5,1.99,2.82,Sí,112.2,Sí
Femenino,49,70,Colima,Postpago,tienda,369,14,27,48,0.86,3.39,0.69,0.39,2.85,1.25,2.86,0.66,2.34,Sí,104.637,Sí
Masculino,44,51,Nuevo León,Prepago,app,952,4,41,38,5.69,8.05,4.66,3.15,9.41,3.86,4.52,1.54,4.12,Sí,225,Sí
Femenino,29,12,Baja California Sur,Prepago,app,600,4,25,34,1.53,3.22,1.23,0.47,3.44,0.99,3.3,0.21,1.19,Sí,137.924,Sí
Masculino,39,51,Aguascalientes,Postpago,tienda,991,6,34,51,1.12,3.1,0.82,1.16,3.21,1.26,2.16,0.13,1.04,No,227.05,No
Femenino,18,22,México,Postpago,app,322,3,23,40,2.19,8.86,2.51,1.14,5.76,0.42,4.83,3.61,2.43,No,90.375,No
Masculino,48,11,Tamaulipas,Prepago,app,296,4,6,1,3.85,10.64,3.53,1.28,10.96,5.74,8.85,1.67,2.9,Sí,76.276,Sí
Masculino,50,31,Tamaulipas,Prepago,tienda,110,3,68,47,1.24,2.09,0.81,0.13,2.32,0.41,2.01,0.6,1.12,Sí,47.369,Sí
Femenino,38,21,Querétaro,Postpago,tienda,129,4,56,2,3.78,6.26,2.14,0.48,8.22,3.74,3.85,1.24,3.76,No,42.391,No
Femenino,58,17,Puebla,Prepago,app,962,13,53,40,0.7,2.12,0.48,0.73,1.97,0.93,1.69,0.78,0.61,Sí,212.603,Sí
Femenino,18,55,Colima,Postpago,app,502,13,53,2,1.14,3.78,1.36,1.64,3.17,1.21,1.89,1.41,1.41,No,117.003,No
Femenino,54,29,Aguascalientes,Prepago,tienda,745,8,5,3,4.56,11.54,4.74,4.3,8.12,1.29,9.49,2.38,3.57,Sí,169.497,Sí
Masculino,42,24,Baja California,Postpago,app,269,6,48,42,3.77,5.03,4.06,1.18,5.11,3.22,5.21,1.74,4.68,No,82.6,No
Femenino,34,66,Sinaloa,Postpago,app,800,3,58,25,5.6,10.61,2.78,0.95,10.36,5.21,9.39,0.96,7.13,Sí,196.197,Sí
Femenino,58,3,Tlaxcala,Prepago,tienda,813,9,57,31,3.21,5.11,2.62,1.27,4.42,1.24,3.69,2.01,1.43,Sí,182.7,Sí
Femenino,33,50,Durango,Prepago,tienda,716,1,56,51,4.13,11.63,2.87,1.96,9.15,1.62,7.37,3.38,4.79,No,182.87,No
Masculino,27,56,Nayarit,Postpago,tienda,874,0,30,9,1.61,2.9,1.18,0.12,2.43,1.17,1.9,0.12,1.57,Sí,191.3,Sí
Femenino,52,25,Querétaro,Prepago,tienda,54,13,25,9,0,0,0,0,0,0,0,0,0,No,18.5,No
Femenino,19,24,México,Prepago,tienda,123,12,22,21,2.46,8.47,3.68,3.5,10.92,3.73,7.64,1.99,6.6,Sí,50.297,Sí
Masculino,52,22,Durango,Postpago,tienda,465,2,8,53,0.62,1.5,0.74,0.26,1.36,0.73,1.48,0.25,1.06,No,115,No
Masculino,31,7,Morelos,Prepago,tienda,777,6,31,23,3.04,6.04,2.5,1.13,7.06,0.62,4.57,1.11,2.95,Sí,173.606,Sí
Femenino,26,53,Puebla,Postpago,app,409,3,50,32,1.46,4.35,2.81,1.25,5.16,2.48,3.08,0.62,2.84,No,109.065,No
Masculino,35,55,Querétaro,Postpago,app,62,6,64,13,1.66,4.07,1.63,0.2,3.71,1.34,3.57,1.38,1.64,Sí,33.51,Sí
Femenino,42,21,Michoacán,Prepago,app,307,0,5,33,0.76,1.33,0.83,0.55,1.47,0.47,1.02,0.06,0.51,No,76.8,No
